232799	Iflavirus	1093	9	23
238783	Pseudorhodobacter	25521	4048	8
239759	Alistipes	37801	4533	17
245186	Loktanella	34642	5227	11
245876	Nitratireductor	36782	5390	10
246875	Algoriphagus	115668	7257	30
249184	Tymoviridae	612	7	45
249185	Maculavirus	454	7	6
249310	Chrysoviridae	120	11	13
249588	Mamastrovirus	182	8	28
249589	Avastrovirus	44	3	5
251095	Nanoviridae	257	11	11
252356	Maribacter	84607	6240	24
255475	Aurantimonadaceae	128674	9458	33
260963	Avulavirus	480	12	16
260964	Henipavirus	432	9	5
283494	Geminialphasatellitinae	295	3	58
289201	Pontibacillus	18996	3820	6
290174	Aquimarina	90977	8295	22
291183	Lacinutrix	25192	3649	9
299071	Ajellomycetaceae	106369	10900	13
300275	Lachancea	44837	5198	9
302485	Phaeobacter	43927	5518	12
314145	Laurasiatheria	2055503	34300	104
314146	Euarchontoglires	1440514	29131	70
314147	Glires	777759	23821	38
314294	Cercopithecoidea	265427	22407	13
314295	Hominoidea	142309	21041	7
323449	Pontibacter	74421	6085	19
325454	Deltapapillomavirus	713	9	9
325455	Gammapapillomavirus	1061	9	47
325462	Lambdapapillomavirus	756	6	6
327045	Orthoretrovirinae	632	61	56
327046	Spumaretrovirinae	122	10	6
333750	Alphapapillomavirus	939	8	17
333922	Betapapillomavirus	889	8	7
333938	non-primate mammal papillomaviruses	1046	16	15
334211	Pipapillomavirus	881	6	5
335929	Erythrobacteraceae	326412	10860	116
338191	Nitrosopumilus	19537	2466	11
341940	Betalipothrixvirus	381	77	6
361177	Altererythrobacter	116513	7022	44
363408	Nonlabens	32834	3762	13
367188	Haladaptatus	14040	4139	4
371730	Enquatrovirus	3551	325	1
373507	Single stranded RNA satellites	4	2	10
387342	Halopiger	16838	4175	5
400634	Lysinibacillus	131321	8922	35
413496	Cronobacter	19377	4406	5
414371	Aureimonas	57128	6454	15
418101	Plasmodium (Vinckeia)	31018	5498	6
418103	Plasmodium (Plasmodium)	54591	6139	10
418107	Plasmodium (Laverania)	33075	5130	7
422676	Aconoidasida	175822	10958	37
439488	ssRNA viruses	\N	\N	\N
459786	Oscillibacter	12327	2781	5
464095	Picornavirales	3013	89	367
474942	Ophiocordycipitaceae	98162	11539	12
474943	Cordycipitaceae	71414	10945	8
477967	Phikmvvirus	2799	161	9
478070	Labrenzia	67279	7323	14
490567	Arenimonas	18974	2971	8
490731	Kwoniella	53006	8766	7
508458	Synergistetes	40994	4412	20
541000	Ruminococcaceae	387830	18342	141
542835	Autographiviridae	\N	\N	\N
542836	Picovirinae	814	90	22
542837	Zindervirus	1731	83	4
544448	Tenericutes	127734	7853	182
548681	Herpesvirales	7236	838	88
548682	Alloherpesviridae	1016	155	9
549779	Mimiviridae	5600	845	5
554915	Amoebozoa	120173	17212	14
558016	Alphabaculovirus	8903	447	48
558017	Betabaculovirus	5248	291	23
563798	Cyclobacteriaceae	223926	10236	57
563835	Chitinophagaceae	527366	20989	113
564644	Endornaviridae	167	11	31
572511	Blautia	61807	7620	18
649777	Synergistaceae	40994	4412	20
651137	Thaumarchaeota	65003	5322	34
674979	Bacilladnavirus	\N	\N	\N
674981	Victorivirus	156	3	28
675063	Tymovirales	1573	62	220
675064	Alphaflexiviridae	1006	14	58
675068	Betaflexiviridae	1319	45	109
675071	Virgaviridae	810	19	57
675072	Secoviridae	1213	24	64
675073	Torradovirus	424	4	8
675075	Comovirinae	993	14	42
680277	Kuravirus	2392	175	6
680287	Rosenblumvirus	241	24	8
686565	Gokushovirinae	104	10	15
687329	Anelloviridae	212	24	91
687331	Alphatorquevirus	124	5	31
687332	Betatorquevirus	107	8	16
689831	Spinareovirinae	300	73	39
689832	Sedoreovirinae	359	61	41
693995	Coronavirinae	1055	70	1
693996	Alphacoronavirus	671	23	23
694002	Betacoronavirus	769	46	17
694017	Torovirinae	135	22	3
699189	Iflaviridae	1297	10	37
742914	Cyclovirus	378	4	46
766764	Debaryomycetaceae	96508	6674	18
768503	Cytophagia	1193457	31374	279
768507	Cytophagales	1193457	31374	279
857473	Spounavirinae	7064	673	4
857479	Peduovirinae	2068	185	34
909929	Selenomonadales	177804	10088	61
944644	Marseilleviridae	3186	506	5
1028384	Glomerellales	354185	21611	28
1075397	Halolamina	15131	3222	6
1156497	Pichiaceae	60523	6571	12
1159901	Deltacoronavirus	522	20	10
1196844	Hpunavirus	444	47	2
1198136	Tevenvirinae	25545	2225	43
1198138	Vidavervirus	\N	\N	\N
1198140	Felixounavirus	4273	172	13
1198980	Pbunavirus	1147	103	8
1206795	Lophotrochozoa	384326	30554	21
1213379	Aparavirus	317	7	6
1235850	Methanomassiliicoccales	6238	1638	5
1286322	Leishmaniinae	131339	9017	16
1298971	Viunavirus	\N	\N	\N
1299429	Yuavirus	1079	96	4
1307798	Negevirus	429	8	6
1307799	Pegivirus	210	15	14
1312872	Mesoniviridae	101	8	10
1330069	Megrivirus	599	6	8
1441744	Nanoalphasatellitinae	227	1	20
1458186	Alphasatellitidae	338	3	79
1489911	Cichliformes	224595	25402	9
1499392	Chromobacteriaceae	170547	11618	48
1506553	Lachnoclostridium	60616	7237	21
1506574	Protoparvovirus	215	6	12
1507401	Bocaparvovirus	274	5	32
1508657	Ruminiclostridium	25412	4307	8
1511808	Alphapartitivirus	62	3	15
1511809	Betapartitivirus	74	4	19
1511811	Gammapartitivirus	70	3	7
1511852	Nudiviridae	1472	127	9
1511857	Ligamenvirales	1000	178	22
1511860	Amalgaviridae	17	3	10
1511891	Adeno-associated dependoparvovirus A	185	2	6
1511911	Tetraparvovirus	172	2	7
1535326	Candida	38498	6051	7
1542744	Gemycircularvirus	726	3	52
1549675	Galloanserae	203543	17012	13
1570339	Peptoniphilaceae	95855	6002	60
1603065	unclassified Smacoviridae	\N	\N	\N
1623273	Triavirus	2839	143	12
1623275	Andromedavirus	862	96	7
1623281	Cheoctovirus	9247	353	56
1623289	Dhillonvirus	1701	78	10
1623296	Phicbkvirus	\N	\N	\N
1623298	Phietavirus	5677	303	44
1623303	Brussowvirus	483	63	7
1623304	Moineauvirus	957	75	6
1623305	Skunavirus	1528	99	19
1623306	Timquatrovirus	3423	163	18
1623309	Xipdecavirus	1156	68	4
1636616	Eucampyvirinae	\N	\N	\N
1643685	Borreliaceae	20416	1351	19
1643824	Atopobiaceae	57620	4276	35
1643826	Eggerthellaceae	66818	5505	31
1644055	Haloferacales	353647	11513	110
1644056	Haloferacaceae	148874	8468	44
1644060	Natrialbales	254470	10157	68
1644061	Natrialbaceae	254470	10157	68
1653394	Mammarenavirus	177	5	29
1661063	Fusariviridae	25	5	9
1706369	Cellvibrionales	325473	16344	116
1706371	Cellvibrionaceae	95213	8768	28
1714267	Sphaerolipoviridae	215	74	6
1737404	Tissierellia	152037	8464	85
1737405	Tissierellales	137268	8053	77
1775411	Rhodanobacteraceae	263311	12136	76
1822464	Paraburkholderia	550600	20958	83
1843491	Selenomonadaceae	86780	5577	38
1853232	Hymenobacteraceae	335270	13358	82
1857843	Kayvirus	2229	220	3
1866885	Mycolicibacterium	432491	15763	79
1890424	Synechococcales	384568	16585	134
1890426	Synechococcaceae	148777	8365	60
1891713	Alphapolyomavirus	471	4	41
1891714	Betapolyomavirus	489	7	32
1891716	Gammapolyomavirus	318	5	7
1903409	Erwiniaceae	333153	11341	147
1903410	Pectobacteriaceae	150554	9270	41
1903411	Yersiniaceae	277130	12455	67
1903414	Morganellaceae	228691	11003	67
1910928	Genomoviridae	746	5	96
1910950	Bullavirinae	70	13	7
1910976	Guernseyvirinae	2510	130	22
1910991	Jerseyvirus	2200	96	15
1910999	Tunavirinae	3637	239	8
1911599	Alphacarmovirus	207	4	7
1911602	Pelarspovirus	181	3	6
1911604	Alphapleolipovirus	39	14	5
1911928	Vequintavirinae	5607	492	10
1911929	Caeruleovirus	4592	278	6
1912216	Cutibacterium	9514	2275	5
1912760	Cequinquevirus	978	59	6
1913637	Mucoromycota	260652	28458	21
1913652	Mosigvirus	6967	283	3
1913654	Gaprivervirus	\N	\N	\N
1914165	Dhakavirus	8528	298	4
1914297	Quinvirinae	1090	23	69
1914298	Trivirinae	773	28	40
1914299	Robigovirus	632	11	5
1914850	Certrevirus	3895	296	3
1917990	Bequatrovirus	\N	\N	\N
1920753	Gamaleyavirus	2006	115	8
1920774	Drulisvirus	1950	71	9
1920860	Webervirus	1861	87	5
1920866	Rogunavirus	2230	96	7
1921184	Pagevirus	689	56	6
1921556	Sinaivirus	84	4	7
1922209	Triatovirus	363	3	4
1922327	Wphvirus	3416	306	5
1922329	Enhodamvirus	313	49	4
1925779	Nankokuvirus	1436	163	3
1941236	Gemykibivirus	704	2	20
1963268	Haloarculaceae	155607	9349	45
1963271	Halorubraceae	197381	8805	65
1972611	Hapavirus	913	22	15
1978532	Ledantevirus	796	11	15
1980410	Bunyavirales	807	67	214
1980412	Fimoviridae	97	8	9
1980413	Hantaviridae	211	6	35
1980415	Nairoviridae	87	6	13
1980416	Peribunyaviridae	430	25	44
1980418	Phenuiviridae	232	26	45
1980419	Tospoviridae	203	5	18
1981156	Sepvirinae	2440	200	13
1981159	Oslovirus	1405	106	5
1982251	Pahexavirus	3132	59	59
1982875	Arquatrovirinae	2549	96	10
1982876	Bclasvirinae	2745	205	17
1982878	Pclasvirinae	2250	113	6
1982880	Likavirus	1827	84	6
1982898	Coopervirus	1837	108	8
1985285	Ounavirinae	5121	231	21
1985366	Gemygorvirus	656	2	6
1985692	Sripuvirus	786	10	6
1985711	Friunavirus	1964	63	18
1985720	Przondovirus	2303	58	6
2003394	Alphaendornavirus	86	6	17
2003403	Simartevirus	\N	\N	\N
2017756	Alphairidovirinae	2892	254	15
2080735	DNA viruses	\N	\N	\N
2169529	Ackermannviridae	5271	259	11
2169531	Cvivirinae	4083	228	2
2169561	Ortervirales	1060	105	149
2169595	Firstpapillomavirinae	1207	22	178
2169619	Colecusatellite	138	1	18
2169646	Sopolycivirus	105	7	6
199999999	\N	\N	\N	\N
